School Name,School State,School Ownership,Mean Earnings (6 Yrs after Entry),Std. Deviation Earning (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Std. Deviation Earning (10 Yrs after Entry),150% Completion Rate at 4Yr (%),Retention Rate 4Yr (%)
University of Cincinnati-Main Campus,OH,Public,39600.0,29800.0,49700.0,44600.0,66.84,87.89
Kenyon College,OH,Private NonProfit,39100.0,28200.0,54500.0,39500.0,90.48,91.46
Hiram College,OH,Private NonProfit,36300.0,23300.0,46900.0,30200.0,60.68,70.0
John Carroll University,OH,Private NonProfit,40500.0,23700.0,61100.0,38500.0,76.39,84.45
Malone University,OH,Private NonProfit,39800.0,26700.0,48100.0,33800.0,53.33,77.78
Miami University-Middletown,OH,Public,40800.0,28100.0,55400.0,46100.0,14.53,63.08000000000001
Ohio Northern University,OH,Private NonProfit,59600.0,36400.0,72600.0,44600.0,77.8,86.32
Marietta College,OH,Private NonProfit,45400.0,38000.0,57700.0,48000.0,60.98,63.24999999999999
Tiffin University,OH,Private NonProfit,36600.0,40700.0,47900.0,29900.0,34.28,64.02
Wittenberg University,OH,Private NonProfit,37800.0,19700.0,49000.0,33300.0,67.80000000000001,77.85
Oklahoma Wesleyan University,OK,Private NonProfit,50500.0,33200.0,53500.0,38900.0,44.32,59.89
University of Science and Arts of Oklahoma,OK,Public,30400.0,22900.0,36400.0,29800.0,39.2,66.13
Southern Nazarene University,OK,Private NonProfit,45400.0,32000.0,54000.0,38400.0,33.45,66.43
Concordia University-Portland,OR,Private NonProfit,44600.0,30400.0,49100.0,37500.0,43.95,71.66
Southwestern Oklahoma State University,OK,Public,39400.0,29500.0,48200.0,38100.0,28.15,68.47999999999999
Oklahoma State University-Main Campus,OK,Public,42600.0,32500.0,55300.0,44100.0,62.68,80.82000000000002
Point Park University,PA,Private NonProfit,32800.0,21800.0,42400.0,34300.0,58.02,79.42
University of Valley Forge,PA,Private NonProfit,28700.0,17800.0,34300.0,24300.0,38.78,77.97
Slippery Rock University of Pennsylvania,PA,Public,36300.0,21200.0,44800.0,27800.0,68.31,82.55
Bryant University,RI,Private NonProfit,58900.0,29800.0,77600.0,51200.0,76.99000000000002,89.64999999999998
Johnson & Wales University-Providence,RI,Private NonProfit,33400.0,19500.0,42200.0,28500.0,61.62,77.62
Widener University,PA,Private NonProfit,47500.0,27700.0,59100.0,44700.0,56.69,81.91000000000003
University of South Carolina-Aiken,SC,Public,34200.0,21000.0,40800.0,25200.0,42.42,67.30000000000001
Charleston Southern University,SC,Private NonProfit,32400.0,20200.0,40600.0,27300.0,36.08,69.69
Dakota State University,SD,Public,35400.0,19000.0,43100.0,26700.0,39.17,71.56
Mount Marty College,SD,Private NonProfit,34600.0,22000.0,39400.0,30100.0,47.5,74.0
University of South Carolina-Upstate,SC,Public,36400.0,22000.0,41300.0,27700.0,41.89,68.43
Limestone College,SC,Private NonProfit,34900.0,21800.0,41600.0,29600.0,33.45,50.7
Clemson University,SC,Public,48100.0,48600.0,58900.0,38900.0,81.08999999999997,92.32
Lane College,TN,Private NonProfit,21500.0,13000.0,27500.0,18700.0,19.54,61.94
Bethel University,TN,Private NonProfit,37800.0,26400.0,43100.0,29500.0,35.28,58.60999999999999
University of Memphis,TN,Public,35100.0,31300.0,43200.0,35500.0,41.83,80.04
Middle Tennessee State University,TN,Public,33600.0,25600.0,44400.0,35800.0,42.55,75.47
Abilene Christian University,TX,Private NonProfit,38900.0,31300.0,48900.0,38700.0,62.33,76.12
The Art Institute of Houston,TX,Private ForProfit,30400.0,22300.0,39100.0,29900.0,34.54,58.33000000000001
The University of Tennessee-Martin,TN,Public,30800.0,18700.0,40100.0,30300.0,50.03999999999999,75.32
Tennessee State University,TN,Public,31200.0,19200.0,39800.0,33700.0,34.260000000000005,55.75
Texas A&M University-Texarkana,TX,Public,34800.0,20500.0,39200.0,24800.0,26.32,44.87
University of Houston-Downtown,TX,Public,42500.0,28600.0,49300.0,37200.0,15.9,66.08000000000001
University of Houston-Victoria,TX,Public,43800.0,30900.0,46200.0,31100.0,17.82,62.11
Howard Payne University,TX,Private NonProfit,34000.0,24200.0,40500.0,30100.0,41.19,50.71
Huston-Tillotson University,TX,Private NonProfit,29900.0,19200.0,34200.0,24800.0,21.64,60.27
Jarvis Christian College,TX,Private NonProfit,22800.0,15200.0,27500.0,16300.0,15.75,49.27
The University of Texas Rio Grande Valley,TX,Public,34200.0,23900.0,44200.0,30500.0,41.2,80.02
Saint Edward's University,TX,Private NonProfit,41200.0,27500.0,55700.0,46900.0,63.63999999999999,80.53
Texas Christian University,TX,Private NonProfit,50300.0,46900.0,62600.0,55100.0,77.08,90.65
Southwestern Adventist University,TX,Private NonProfit,39000.0,26700.0,47100.0,33000.0,46.76000000000001,72.11
The University of Texas of the Permian Basin,TX,Public,44800.0,34300.0,52300.0,36200.0,34.02,69.34
Schreiner University,TX,Private NonProfit,35400.0,23000.0,44300.0,29900.0,44.66,69.1
Saint Martin's University,WA,Private NonProfit,41000.0,32000.0,51600.0,31400.0,55.27,76.47
West Virginia University,WV,Public,39300.0,33100.0,52700.0,37600.0,57.05,79.25999999999998
Alderson Broaddus University,WV,Private NonProfit,39700.0,25600.0,47000.0,36200.0,49.24,54.95
Milwaukee School of Engineering,WI,Private NonProfit,58800.0,24700.0,71100.0,36900.0,63.67,83.2
University of Wisconsin-Eau Claire,WI,Public,40200.0,20400.0,50300.0,29900.0,67.69,84.16
Inter American University of Puerto Rico-Arecibo,PR,Private NonProfit,19300.0,16900.0,23500.0,21000.0,32.4,75.61
Pontifical Catholic University of Puerto Rico-Arecibo,PR,Private NonProfit,17700.0,15800.0,21400.0,16800.0,36.17,61.67
Inter American University of Puerto Rico-Ponce,PR,Private NonProfit,19300.0,16900.0,23500.0,21000.0,29.83,76.02
Inter American University of Puerto Rico-Bayamon,PR,Private NonProfit,19300.0,16900.0,23500.0,21000.0,30.21,72.28999999999998
Universidad Central Del Caribe,PR,Private NonProfit,26200.0,25900.0,30800.0,16700.0,54.55,83.33
California State University-Monterey Bay,CA,Public,35100.0,23400.0,47000.0,29800.0,54.8,80.08
Norwich University,VT,Private NonProfit,42400.0,21300.0,57100.0,43400.0,57.99,77.95
Christopher Newport University,VA,Public,39300.0,22800.0,52000.0,40200.0,74.78,86.11
Utah State University,UT,Public,37400.0,31600.0,49600.0,42700.0,46.62,72.88
Mary Baldwin University,VA,Private NonProfit,30800.0,22000.0,39500.0,26100.0,45.96,65.14
Weber State University,UT,Public,39700.0,30400.0,49900.0,39400.0,32.34,61.6
Emory & Henry College,VA,Private NonProfit,31800.0,18600.0,45000.0,27800.0,51.21,70.3
Champlain College,VT,Private NonProfit,42200.0,26900.0,54400.0,56100.0,61.95,81.93
Hampton University,VA,Private NonProfit,37700.0,34800.0,50100.0,32500.0,54.91,80.56
Sweet Briar College,VA,Private NonProfit,33300.0,19700.0,43500.0,31000.0,60.56,50.0
Virginia Military Institute,VA,Public,44300.0,22000.0,65200.0,37600.0,77.73,84.33
Randolph-Macon College,VA,Private NonProfit,36800.0,18500.0,54800.0,38100.0,59.48,85.39999999999998
Seattle University,WA,Private NonProfit,48100.0,27800.0,63200.0,42000.0,74.53999999999998,87.3
Bluefield State College,WV,Public,29600.0,21000.0,31900.0,25800.0,25.26,68.53
West Liberty University,WV,Public,30600.0,20500.0,39500.0,28700.0,42.59,72.03
University of Washington-Seattle Campus,WA,Public,50300.0,37900.0,69600.0,58300.0,83.86,94.05
Marshall University,WV,Public,32700.0,28100.0,41700.0,36700.0,44.68,74.97
Argosy University-The Art Institute of California-Hollywood,CA,Private ForProfit,34100.0,26000.0,45700.0,34300.0,29.69,52.31
Trine University-Regional/Non-Traditional Campuses,IN,Private NonProfit,40000.0,22600.0,49600.0,30600.0,0.0,50.0
University of Phoenix-Hawaii,HI,Private ForProfit,34200.0,29400.0,54900.0,43400.0,25.290000000000006,0.0
Wheeling Jesuit University,WV,Private NonProfit,41800.0,25500.0,49600.0,32500.0,58.040000000000006,70.65
Marquette University,WI,Private NonProfit,54000.0,37800.0,70700.0,52600.0,80.56,88.84
University of Wisconsin-Platteville,WI,Public,41300.0,20300.0,51200.0,31200.0,53.91,76.87
Carroll University,WI,Private NonProfit,40200.0,19600.0,47000.0,26500.0,62.58000000000001,79.60000000000002
Northland College,WI,Private NonProfit,27500.0,17000.0,35500.0,20300.0,50.0,76.55999999999997
Wisconsin Lutheran College,WI,Private NonProfit,37200.0,17100.0,45300.0,32500.0,61.38,74.53
Ripon College,WI,Private NonProfit,34400.0,18900.0,51300.0,35200.0,67.82000000000001,80.56
University of Wisconsin-Oshkosh,WI,Public,37900.0,19200.0,45600.0,26700.0,52.61,75.98
American University of Puerto Rico,PR,Private NonProfit,17700.0,14700.0,24200.0,17100.0,23.18,46.91
University of the Virgin Islands,VI,Public,27000.0,20000.0,35500.0,23500.0,22.48,74.78
Universidad Central de Bayamon,PR,Private NonProfit,18900.0,17600.0,21600.0,15000.0,30.0,54.43
St. John's College,NM,Private NonProfit,26400.0,21200.0,41400.0,33700.0,48.94,82.67
University of Washington-Bothell Campus,WA,Public,50300.0,37900.0,69600.0,58300.0,67.01,84.47
University of Phoenix-Utah,UT,Private ForProfit,34200.0,29400.0,54900.0,43400.0,27.84,0.0
Argosy University-Dallas,TX,Private ForProfit,34100.0,26000.0,45700.0,34300.0,0.0,100.0
Dewey University-Hato Rey,PR,Private NonProfit,18500.0,20400.0,21700.0,20700.0,63.19000000000001,61.36000000000001
Argosy University-Orange County,CA,Private ForProfit,34100.0,26000.0,45700.0,34300.0,33.33,33.33
Johnson & Wales University-Denver,CO,Private NonProfit,33400.0,19500.0,42200.0,28500.0,64.1,70.72
University of Connecticut-Waterbury Campus,CT,Public,49800.0,40400.0,66000.0,49200.0,57.57,84.47
University of the Potomac-Washington DC Campus,DC,Private ForProfit,33900.0,25500.0,54600.0,41200.0,25.71,66.67
The University of Alabama,AL,Public,42400.0,53500.0,51600.0,42500.0,68.71000000000001,86.27
University of Alaska Fairbanks,AK,Public,36500.0,30500.0,45100.0,44100.0,25.06,75.44999999999997
Birmingham Southern College,AL,Private NonProfit,36700.0,22800.0,53100.0,37900.0,68.21000000000001,82.09
