School Name,School State,School Ownership,Mean Earnings (6 Yrs after Entry),Std. Deviation Earning (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Std. Deviation Earning (10 Yrs after Entry),150% Completion Rate at 4Yr (%),Retention Rate 4Yr (%)
Colgate University,NY,Private NonProfit,54300.0,40000.0,81100.0,76200.0,89.87,94.42
CUNY Brooklyn College,NY,Public,36900.0,33000.0,48800.0,35400.0,50.92,81.84
Hofstra University,NY,Private NonProfit,42800.0,26300.0,59900.0,45400.0,63.62,81.78999999999998
Le Moyne College,NY,Private NonProfit,42200.0,26700.0,55600.0,37400.0,67.32000000000001,85.74000000000002
LIU Brooklyn,NY,Private NonProfit,41500.0,34300.0,58400.0,48700.0,33.18,61.21
St. Thomas Aquinas College,NY,Private NonProfit,36400.0,21200.0,50500.0,29800.0,61.72,74.26
SUNY College of Agriculture and Technology at Cobleskill,NY,Public,29700.0,18800.0,39500.0,29700.0,41.29,69.01
Pace University-New York,NY,Private NonProfit,47400.0,32600.0,66800.0,50100.0,58.60999999999999,76.61
Bennett College,NC,Private NonProfit,23200.0,14600.0,32700.0,22900.0,42.03,45.22
SUNY Cortland,NY,Public,38100.0,21000.0,49200.0,29200.0,74.45,76.44
Brevard College,NC,Private NonProfit,27600.0,17300.0,35300.0,26400.0,45.77,48.78
SUNY College at Plattsburgh,NY,Public,34800.0,19200.0,46200.0,29100.0,63.42,80.15
Appalachian State University,NC,Public,34300.0,26200.0,43600.0,27300.0,71.8,87.03999999999998
Syracuse University,NY,Private NonProfit,48700.0,36100.0,69200.0,48900.0,82.21000000000002,90.6
University of Mount Olive,NC,Private NonProfit,38000.0,29100.0,43700.0,28000.0,47.11,64.49000000000001
Duke University,NC,Private NonProfit,93200.0,78900.0,114500.0,112400.0,94.57,97.48
North Carolina State University at Raleigh,NC,Public,45000.0,32500.0,59500.0,45700.0,77.05,93.16
Mars Hill University,NC,Private NonProfit,30400.0,36800.0,33800.0,22700.0,33.81,56.51000000000001
Guilford College,NC,Private NonProfit,32700.0,22800.0,39500.0,25900.0,60.76000000000001,73.63
University of Akron Main Campus,OH,Public,33900.0,21300.0,41800.0,30900.0,38.45,72.92
Minot State University,ND,Public,38300.0,24200.0,46900.0,38600.0,43.17,70.06
University of Oklahoma-Norman Campus,OK,Public,48600.0,37800.0,61900.0,53800.0,67.51,90.39
The Art Institute of Portland,OR,Private ForProfit,31000.0,22400.0,38700.0,29900.0,27.27,44.0
Langston University,OK,Public,25400.0,18500.0,31100.0,21900.0,9.17,59.4
Northwest Christian University,OR,Private NonProfit,37300.0,25600.0,45700.0,31200.0,50.67,78.31
DeSales University,PA,Private NonProfit,43000.0,25600.0,54700.0,35200.0,67.61,80.65
Berkeley College-Woodland Park,NJ,Private ForProfit,32400.0,21600.0,43600.0,30100.0,34.31,64.85
Stockton University,NJ,Public,37300.0,22100.0,50700.0,36500.0,70.05,86.19
CUNY John Jay College of Criminal Justice,NY,Public,33800.0,21900.0,50000.0,33000.0,43.83000000000001,77.21000000000002
Manhattanville College,NY,Private NonProfit,39500.0,24400.0,50700.0,36000.0,48.13,76.44
The Juilliard School,NY,Private NonProfit,30900.0,32300.0,47300.0,66900.0,92.37,96.33
Marist College,NY,Private NonProfit,48200.0,26700.0,62600.0,42800.0,83.36,89.83
Hobart William Smith Colleges,NY,Private NonProfit,46500.0,31100.0,62700.0,49500.0,76.86,84.63000000000002
Houghton College,NY,Private NonProfit,33300.0,20800.0,42400.0,30300.0,71.94,85.71
Mount Saint Mary College,NY,Private NonProfit,42900.0,24500.0,51700.0,29400.0,53.72,77.25
Saint John Fisher College,NY,Private NonProfit,43400.0,24900.0,52500.0,32100.0,73.15,84.6
Niagara University,NY,Private NonProfit,37000.0,19400.0,45300.0,24100.0,66.77,81.25
St Lawrence University,NY,Private NonProfit,43400.0,27900.0,60100.0,49200.0,83.58,90.28
State University of New York at New Paltz,NY,Public,36000.0,22000.0,48700.0,31700.0,72.45,87.35000000000002
SUNY at Purchase College,NY,Public,31300.0,22800.0,41300.0,36600.0,61.9,81.11
Chowan University,NC,Private NonProfit,26300.0,16400.0,36200.0,22400.0,22.94,48.28
Johnson C Smith University,NC,Private NonProfit,26200.0,15700.0,31400.0,20100.0,50.68,65.27
University of North Carolina at Chapel Hill,NC,Public,49900.0,55600.0,68800.0,59400.0,91.1,96.34
University of North Carolina at Charlotte,NC,Public,38600.0,23100.0,50300.0,35400.0,57.01000000000001,82.46
Elon University,NC,Private NonProfit,47100.0,35000.0,58700.0,37000.0,82.05,91.01
Fayetteville State University,NC,Public,27500.0,18600.0,34600.0,23500.0,32.029999999999994,67.46
Pfeiffer University,NC,Private NonProfit,35700.0,22500.0,45000.0,31500.0,38.19000000000001,60.0
Central State University,OH,Public,23000.0,14500.0,28600.0,19600.0,25.65,39.8
Winston-Salem State University,NC,Public,31600.0,20500.0,37200.0,33000.0,46.52,76.99000000000002
Dickinson State University,ND,Public,42300.0,28500.0,49300.0,40500.0,33.879999999999995,54.04
University of Louisville,KY,Public,38200.0,30200.0,48600.0,47200.0,52.69000000000001,79.67
University of Louisiana at Monroe,LA,Public,38100.0,31200.0,46300.0,40100.0,43.46,73.55000000000003
Southern University at New Orleans,LA,Public,26800.0,17200.0,32100.0,23000.0,16.3,47.24
Coppin State University,MD,Public,31700.0,21100.0,41800.0,26900.0,17.419999999999998,61.16
Thomas College,ME,Private NonProfit,31700.0,17600.0,43400.0,31900.0,44.65,69.8
University of Maryland-College Park,MD,Public,50100.0,34500.0,70800.0,51500.0,86.41,95.3
University of Maine at Farmington,ME,Public,27700.0,14300.0,37500.0,21700.0,56.04,73.6
Montana State University-Billings,MT,Public,34300.0,24300.0,38700.0,29100.0,24.25,54.48
Rockhurst University,MO,Private NonProfit,44100.0,23900.0,57300.0,39000.0,71.61999999999998,83.02000000000002
Missouri State University-Springfield,MO,Public,34300.0,20200.0,44500.0,32900.0,54.93,79.10000000000002
Saint Louis University,MO,Private NonProfit,47000.0,26300.0,64900.0,52400.0,74.42,91.43
Saint Louis Christian College,MO,Private NonProfit,27600.0,16100.0,32300.0,25900.0,22.22,50.0
Westminster College,MO,Private NonProfit,37100.0,26600.0,49800.0,34200.0,64.44,75.85
Missouri Valley College,MO,Private NonProfit,29700.0,18400.0,38100.0,25600.0,28.13,43.09
University of Missouri-Columbia,MO,Public,42700.0,31800.0,56600.0,46800.0,68.31,85.68
University of Missouri-St Louis,MO,Public,38700.0,24300.0,49200.0,34000.0,53.24,78.75999999999998
Nebraska Christian College of Hope International University,NE,Private NonProfit,28400.0,19500.0,32500.0,19400.0,63.04,82.61
New England College,NH,Private NonProfit,31700.0,20500.0,44700.0,34200.0,38.43,59.89
Kaplan University-Omaha Campus,NE,Private ForProfit,29100.0,24500.0,40100.0,33500.0,36.73,100.0
Southern New Hampshire University,NH,Private NonProfit,43300.0,29300.0,50200.0,33100.0,57.62000000000001,53.36
Nebraska Wesleyan University,NE,Private NonProfit,40200.0,23000.0,52500.0,33500.0,70.02000000000001,78.36
University of Nevada-Reno,NV,Public,41600.0,32900.0,56300.0,53900.0,54.36,80.96
Plymouth State University,NH,Public,35100.0,19400.0,45600.0,27600.0,54.64,70.36
Colorado State University-Pueblo,CO,Public,39100.0,27500.0,41600.0,29100.0,32.45,66.14
Southern Connecticut State University,CT,Public,38800.0,22600.0,48100.0,28400.0,51.44,76.83
Trinity College,CT,Private NonProfit,52000.0,31800.0,74300.0,53100.0,84.94,90.16
Paier College of Art Inc,CT,Private ForProfit,29600.0,18100.0,33900.0,21000.0,50.0,87.5
Western Connecticut State University,CT,Public,37800.0,22500.0,50400.0,41000.0,45.64,73.08
Trinity Baptist College,FL,Private NonProfit,24300.0,17200.0,33300.0,21100.0,47.92,34.07
University of Miami,FL,Private NonProfit,54500.0,56500.0,72900.0,77800.0,81.66,90.76
Webber International University,FL,Private NonProfit,31900.0,22000.0,40100.0,27900.0,28.65,42.54
St Thomas University,FL,Private NonProfit,44600.0,34800.0,60500.0,42500.0,42.59,69.59
Loyola University Chicago,IL,Private NonProfit,45200.0,27600.0,63500.0,53300.0,74.89,82.33
Northern Illinois University,IL,Public,39400.0,24500.0,49800.0,31400.0,46.53,73.06
Northeastern Illinois University,IL,Public,35200.0,22500.0,41900.0,33600.0,23.87,56.64
McKendree University,IL,Private NonProfit,39200.0,23900.0,50200.0,30200.0,51.94,76.3
Ball State University,IN,Public,35300.0,19200.0,44600.0,28200.0,58.02,81.16
Butler University,IN,Private NonProfit,55000.0,45200.0,68900.0,46400.0,74.07000000000002,92.66
North Central College,IL,Private NonProfit,39300.0,20500.0,52300.0,33000.0,68.67,77.8
North Park University,IL,Private NonProfit,40300.0,36300.0,45600.0,28500.0,53.3,77.92999999999998
Indiana Institute of Technology,IN,Private NonProfit,38300.0,24400.0,49400.0,34200.0,32.89,55.58
Martin University,IN,Private NonProfit,21300.0,15800.0,28600.0,22200.0,4.760000000000002,75.0
Oakland City University,IN,Private NonProfit,30700.0,20100.0,37200.0,28700.0,33.85,61.9
Indiana University-Northwest,IN,Public,33500.0,23700.0,40400.0,30100.0,24.49,65.08
Indiana University-Southeast,IN,Public,32800.0,20300.0,41800.0,29000.0,31.85,62.4
University of Indianapolis,IN,Private NonProfit,38300.0,21900.0,46100.0,46400.0,54.76,76.86
Purdue University-North Central Campus,IN,Public,34500.0,23600.0,44600.0,31000.0,23.11,52.54
University of Saint Francis-Fort Wayne,IN,Private NonProfit,36200.0,18900.0,43600.0,25600.0,55.96,71.22
Marian University,IN,Private NonProfit,41400.0,25100.0,46600.0,29500.0,55.52,76.64
Saint Mary's College,IN,Private NonProfit,44500.0,21600.0,51300.0,29000.0,76.88000000000002,86.4
Simpson College,IA,Private NonProfit,40000.0,23100.0,51200.0,28500.0,62.98,77.33
Upper Iowa University,IA,Private NonProfit,41200.0,25000.0,45500.0,29600.0,43.78,62.6
Mount Mercy University,IA,Private NonProfit,43600.0,21100.0,48400.0,26400.0,58.47,71.55
Dordt College,IA,Private NonProfit,37900.0,18500.0,45300.0,30900.0,68.97999999999999,88.12
Drake University,IA,Private NonProfit,54300.0,34300.0,68700.0,45100.0,78.24,88.39
Faith Baptist Bible College and Theological Seminary,IA,Private NonProfit,32000.0,19700.0,38700.0,26700.0,62.5,77.46
Graceland University-Lamoni,IA,Private NonProfit,41400.0,34300.0,40200.0,26300.0,42.73,65.74
Kansas State University,KS,Public,41400.0,27000.0,51900.0,37100.0,62.66,85.11
William Penn University,IA,Private NonProfit,36900.0,30900.0,46400.0,34300.0,33.09,51.47000000000001
Manhattan Christian College,KS,Private NonProfit,30600.0,19100.0,38800.0,29500.0,56.41,44.19000000000001
Barclay College,KS,Private NonProfit,29600.0,19100.0,32500.0,25700.0,59.57,62.16
Alice Lloyd College,KY,Private NonProfit,28400.0,19800.0,41600.0,56100.0,31.4,84.39
Friends University,KS,Private NonProfit,42300.0,28100.0,46900.0,32400.0,35.68,62.8
Bethel College-North Newton,KS,Private NonProfit,36600.0,22300.0,45600.0,29500.0,52.76,62.02
Bellarmine University,KY,Private NonProfit,43100.0,21700.0,50600.0,31600.0,63.53,79.63
Southwestern College,KS,Private NonProfit,41200.0,26900.0,54000.0,40100.0,37.79,60.67
Union College,KY,Private NonProfit,28800.0,17400.0,36400.0,25400.0,27.04,65.09
Eastern Kentucky University,KY,Public,32700.0,22900.0,39300.0,25800.0,40.7,74.03
Kentucky Wesleyan College,KY,Private NonProfit,30100.0,16300.0,41700.0,24600.0,38.12,67.24
Kentucky Christian University,KY,Private NonProfit,29900.0,18200.0,36500.0,23000.0,28.79,51.4
Morehead State University,KY,Public,30000.0,28500.0,37000.0,28800.0,45.45,70.82000000000002
The Illinois Institute of Art-Schaumburg,IL,Private ForProfit,29400.0,19300.0,38200.0,27400.0,40.88,41.33
University of Alabama in Huntsville,AL,Public,40300.0,25200.0,52000.0,33600.0,48.67,82.55
University of Alaska Anchorage,AK,Public,41500.0,30300.0,51200.0,38000.0,24.33,70.21
University of Arizona,AZ,Public,41800.0,29200.0,56000.0,45300.0,59.92,80.47999999999998
Arizona Christian University,AZ,Private NonProfit,32600.0,18800.0,34900.0,28100.0,35.62000000000001,61.76000000000001
Central Baptist College,AR,Private NonProfit,34200.0,23300.0,43000.0,44900.0,29.14,74.77000000000002
Crowley's Ridge College,AR,Private NonProfit,24200.0,15600.0,29600.0,21900.0,28.85,52.83
Philander Smith College,AR,Private NonProfit,23600.0,14900.0,27300.0,20800.0,40.45,68.82000000000001
Hendrix College,AR,Private NonProfit,35100.0,38900.0,44500.0,32700.0,69.23,87.24
California College of the Arts,CA,Private NonProfit,36200.0,33400.0,48000.0,48700.0,59.83000000000001,80.91000000000003
California State University-Bakersfield,CA,Public,39100.0,26400.0,50100.0,31100.0,42.74,76.05
California State Polytechnic University-Pomona,CA,Public,42900.0,26200.0,58000.0,35200.0,68.54,89.03999999999998
Colegio Universitario de San Juan,PR,Public,22400.0,19000.0,28100.0,20200.0,33.79,68.85
University of Alabama at Birmingham,AL,Public,39400.0,32000.0,48400.0,39200.0,53.09,81.61
University of Mobile,AL,Private NonProfit,32700.0,21000.0,38700.0,25700.0,47.64,70.73
Amridge University,AL,Private NonProfit,35400.0,26700.0,47600.0,38600.0,25.0,9.09
University of Montevallo,AL,Public,28000.0,17200.0,36100.0,23300.0,49.88,73.25
University of North Alabama,AL,Public,32100.0,21300.0,42800.0,33500.0,43.5,75.06
Alaska Pacific University,AK,Private NonProfit,37500.0,25000.0,45300.0,31100.0,48.48,51.28
Jacksonville State University,AL,Public,31800.0,23400.0,38100.0,25500.0,35.47,78.45
Faulkner University,AL,Private NonProfit,33400.0,22100.0,40700.0,29500.0,33.48,54.48
Samford University,AL,Private NonProfit,45200.0,53800.0,59800.0,47300.0,72.57000000000002,88.74
Stillman College,AL,Private NonProfit,24900.0,15500.0,33700.0,58200.0,17.87,39.75
California State University-San Bernardino,CA,Public,37400.0,25700.0,48800.0,35500.0,54.72,85.26
California State University-Fresno,CA,Public,37200.0,28500.0,48500.0,33700.0,56.51000000000001,78.60000000000002
Columbia College Hollywood,CA,Private NonProfit,26900.0,18400.0,39500.0,35100.0,54.1,83.56
Humphreys University-Stockton and Modesto Campuses,CA,Private NonProfit,29500.0,24100.0,33200.0,27200.0,36.17,87.5
Argosy University-The Art Institute of California-San Diego,CA,Private ForProfit,34100.0,26000.0,45700.0,34300.0,42.19,62.74999999999999
Mount Saint Mary's University,CA,Private NonProfit,57700.0,34800.0,63500.0,44900.0,58.67,78.97
Otis College of Art and Design,CA,Private NonProfit,35100.0,27000.0,52400.0,40600.0,59.88,80.32000000000002
Pepperdine University,CA,Private NonProfit,54100.0,49500.0,77600.0,63500.0,87.09,89.64999999999998
Point Loma Nazarene University,CA,Private NonProfit,43600.0,26900.0,54400.0,36800.0,70.92,86.11999999999998
University of San Diego,CA,Private NonProfit,54800.0,37600.0,71100.0,59000.0,77.79,87.22
Whittier College,CA,Private NonProfit,37500.0,24900.0,50900.0,31100.0,63.52,75.62
Fort Valley State University,GA,Public,25500.0,22600.0,34700.0,23000.0,25.0,74.63
Beulah Heights University,GA,Private NonProfit,29800.0,22900.0,36900.0,29900.0,28.13,65.71000000000001
Brenau University,GA,Private NonProfit,41300.0,26100.0,45400.0,27200.0,44.75,70.67999999999998
Herzing University-Atlanta,GA,Private ForProfit,30100.0,20500.0,41600.0,27900.0,21.43,24.32
Agnes Scott College,GA,Private NonProfit,33200.0,21100.0,46300.0,34200.0,69.78,84.5
Columbus State University,GA,Public,31100.0,21700.0,38800.0,25400.0,30.24,72.57000000000002
Albany State University,GA,Public,27100.0,17500.0,34600.0,21600.0,30.69,66.88
Covenant College,GA,Private NonProfit,35100.0,22100.0,46700.0,40400.0,67.29,86.05000000000003
Dalton State College,GA,Public,28000.0,17500.0,34700.0,22100.0,15.22,81.03
Armstrong State University,GA,Public,36000.0,23100.0,44000.0,31600.0,32.99,74.05000000000003
South University-Savannah,GA,Private ForProfit,32500.0,27000.0,40200.0,31500.0,15.05,56.25
Chaminade University of Honolulu,HI,Private NonProfit,31800.0,22700.0,41000.0,28100.0,57.14,74.41
Idaho State University,ID,Public,34900.0,25600.0,43900.0,38400.0,28.56,68.22
Savannah State University,GA,Public,26200.0,17100.0,35000.0,24100.0,27.49,59.61
DePaul University,IL,Private NonProfit,46000.0,33500.0,60200.0,49800.0,72.53,85.14
University of Illinois at Chicago,IL,Public,43100.0,28600.0,61300.0,45800.0,57.8,79.95
University of Chicago,IL,Private NonProfit,72100.0,73500.0,103000.0,113200.0,94.22,98.89
Illinois Wesleyan University,IL,Private NonProfit,43300.0,24700.0,67300.0,56700.0,80.72,93.11
Illinois State University,IL,Public,41600.0,21400.0,51600.0,31600.0,72.22,81.07
National Louis University,IL,Private NonProfit,44200.0,34400.0,50800.0,34000.0,30.23,73.75
Anderson University,IN,Private NonProfit,33300.0,21200.0,41300.0,32900.0,58.21,76.96
Dominican University,IL,Private NonProfit,39000.0,22900.0,49900.0,31700.0,61.83,72.05
University of Southern Indiana,IN,Public,32900.0,18700.0,40200.0,27500.0,37.53,70.27
DePauw University,IN,Private NonProfit,43900.0,27400.0,66100.0,53000.0,84.7,91.61
Indiana University-Kokomo,IN,Public,34300.0,20800.0,40500.0,27600.0,39.13,63.2
University of Notre Dame,IN,Private NonProfit,69700.0,72500.0,98400.0,85200.0,95.09,97.7
Hanover College,IN,Private NonProfit,34600.0,19600.0,51600.0,33500.0,70.63000000000002,81.58
Clarke University,IA,Private NonProfit,39700.0,22500.0,44800.0,23200.0,61.36000000000001,71.11
Iowa State University,IA,Public,44000.0,26100.0,56000.0,34000.0,74.35000000000002,88.09
Taylor University,IN,Private NonProfit,31600.0,20100.0,42600.0,32200.0,76.02,85.36
Valparaiso University,IN,Private NonProfit,42200.0,24600.0,54400.0,34800.0,65.7,86.1
Wabash College,IN,Private NonProfit,42100.0,22600.0,64000.0,39900.0,71.84,91.98
Tabor College,KS,Private NonProfit,37700.0,27200.0,45500.0,30300.0,48.37000000000001,58.67
MidAmerica Nazarene University,KS,Private NonProfit,45700.0,29200.0,49600.0,34600.0,56.89999999999999,68.11
Asbury University,KY,Private NonProfit,29300.0,19100.0,40700.0,33300.0,63.51,81.55
Brescia University,KY,Private NonProfit,30800.0,19400.0,48000.0,40200.0,27.43,63.51
Lindsey Wilson College,KY,Private NonProfit,25700.0,16600.0,31300.0,22900.0,33.95,63.23
Thomas More College,KY,Private NonProfit,46700.0,31100.0,58900.0,46200.0,50.51,70.44
Grambling State University,LA,Public,26200.0,19000.0,32800.0,24300.0,33.57,60.19
Louisiana State University-Shreveport,LA,Public,36000.0,24400.0,41000.0,30000.0,35.93,60.52
College of the Atlantic,ME,Private NonProfit,20500.0,13700.0,27800.0,21400.0,65.48,83.95
Loyola University New Orleans,LA,Private NonProfit,36000.0,34500.0,52300.0,34600.0,55.38999999999999,79.06
University of New Orleans,LA,Public,35200.0,24300.0,43500.0,32100.0,36.37000000000001,64.09
Nicholls State University,LA,Public,37200.0,25800.0,43800.0,35000.0,46.56,70.13000000000001
Maine College of Art,ME,Private NonProfit,24000.0,14400.0,32800.0,25600.0,57.14,61.47
Loyola University Maryland,MD,Private NonProfit,52000.0,25900.0,78300.0,61100.0,83.12,85.76
Washington Adventist University,MD,Private NonProfit,46700.0,70500.0,46300.0,33200.0,38.21,75.0
Colby College,ME,Private NonProfit,50200.0,33900.0,71000.0,77100.0,89.05,92.52
University of Maine,ME,Public,37400.0,24200.0,48300.0,31700.0,58.67,75.7
Capella University,MN,Private ForProfit,51500.0,43300.0,72600.0,60700.0,0.0,50.0
University of the Potomac-VA Campus,VA,Private ForProfit,33900.0,25500.0,54600.0,41200.0,0.0,66.67
Strayer University-Tennessee,TN,Private ForProfit,38400.0,29300.0,53500.0,39800.0,0.0,33.33
Argosy University-San Francisco Bay Area,CA,Private ForProfit,34100.0,26000.0,45700.0,34300.0,0.0,100.0
University of Connecticut-Stamford,CT,Public,49800.0,40400.0,66000.0,49200.0,58.13,85.22
American InterContinental University-Atlanta,GA,Private ForProfit,33200.0,28100.0,45200.0,39600.0,20.86,40.91
Fairleigh Dickinson University-Metropolitan Campus,NJ,Private NonProfit,42300.0,29100.0,54400.0,44900.0,38.33,74.75
Montclair State University,NJ,Public,38200.0,22900.0,52400.0,33600.0,65.24,83.09
Georgian Court University,NJ,Private NonProfit,35700.0,21500.0,43600.0,26100.0,42.15,84.56
Saint Anselm College,NH,Private NonProfit,49900.0,27900.0,63200.0,39700.0,71.96000000000002,85.22999999999998
Doane University-Arts & Sciences,NE,Private NonProfit,38300.0,21400.0,48200.0,33200.0,58.72000000000001,70.91
Caldwell University,NJ,Private NonProfit,36100.0,26100.0,48700.0,31600.0,58.1,76.66
San Diego State University,CA,Public,41600.0,28300.0,55900.0,38800.0,73.31,88.8
Colorado Mesa University,CO,Public,34200.0,24100.0,42300.0,32100.0,31.840000000000003,73.27
Naropa University,CO,Private NonProfit,19600.0,16300.0,27800.0,24300.0,36.84,52.63
University of Colorado Colorado Springs,CO,Public,37300.0,23700.0,49300.0,35400.0,46.57,69.28
University of Connecticut,CT,Public,49800.0,40400.0,66000.0,49200.0,82.15,92.07
Post University,CT,Private ForProfit,40000.0,31400.0,46500.0,35500.0,39.1,37.77
Quinnipiac University,CT,Private NonProfit,53800.0,26700.0,67700.0,40000.0,78.31,88.9
University of Delaware,DE,Public,48100.0,25000.0,64000.0,42700.0,81.39,91.5
Goldey-Beacom College,DE,Private NonProfit,40200.0,23900.0,48800.0,33200.0,67.62,69.75
Wilmington University,DE,Private NonProfit,40800.0,26300.0,46600.0,32300.0,32.66,57.64
Florida Atlantic University,FL,Public,38800.0,29300.0,48300.0,33800.0,49.62,77.17
Catholic University of America,DC,Private NonProfit,48400.0,27600.0,60500.0,38300.0,70.13000000000001,83.52000000000002
Gallaudet University,DC,Private NonProfit,25400.0,18900.0,34300.0,24300.0,42.93,80.34
Georgetown University,DC,Private NonProfit,81100.0,67000.0,125200.0,111600.0,94.26,96.49
Howard University,DC,Private NonProfit,39500.0,25600.0,54500.0,40100.0,61.34,86.24000000000002
Johnson University Florida,FL,Private NonProfit,28200.0,16300.0,31700.0,19800.0,44.23,55.26
Strayer University-District of Columbia,DC,Private ForProfit,38400.0,29300.0,53500.0,39800.0,42.86,25.0
Florida Southern College,FL,Private NonProfit,37400.0,21700.0,44400.0,29200.0,59.47,80.87
Edward Waters College,FL,Private NonProfit,22700.0,15400.0,28700.0,21000.0,25.67,56.49999999999999
University of Florida,FL,Public,47700.0,37000.0,65700.0,53000.0,87.17,96.77
Stetson University,FL,Private NonProfit,36500.0,28400.0,51800.0,54300.0,64.22,79.23
Palm Beach Atlantic University,FL,Private NonProfit,40600.0,34900.0,48000.0,37100.0,50.9,74.95
Morehouse College,GA,Private NonProfit,34600.0,27000.0,49000.0,38800.0,50.29,76.44
Georgia State University,GA,Public,38100.0,24900.0,48200.0,34000.0,53.03,82.88
University of Georgia,GA,Public,45200.0,48000.0,59100.0,49900.0,84.81,95.2
Oglethorpe University,GA,Private NonProfit,37500.0,33300.0,49400.0,40600.0,46.52,73.91
Paine College,GA,Private NonProfit,21400.0,13900.0,29700.0,16300.0,20.47,35.2
The Art Institute of Atlanta,GA,Private ForProfit,27100.0,21400.0,36000.0,27500.0,17.18,50.13
Emmanuel College,GA,Private NonProfit,26700.0,17200.0,35400.0,23300.0,28.35,54.74
Spelman College,GA,Private NonProfit,34700.0,23200.0,50700.0,32500.0,77.24,91.49
Boise Bible College,ID,Private NonProfit,26900.0,15400.0,32700.0,22100.0,48.21,66.67
Judson University,IL,Private NonProfit,38000.0,24800.0,47200.0,32300.0,64.29,73.79
Benedictine University,IL,Private NonProfit,43700.0,29600.0,56400.0,45900.0,50.73,69.64
East-West University,IL,Private NonProfit,22500.0,15800.0,29000.0,21100.0,11.33,43.42
Argosy University-Chicago,IL,Private ForProfit,34100.0,26000.0,45700.0,34300.0,5.26,33.33
University of Virginia-Main Campus,VA,Public,56800.0,55500.0,79400.0,77500.0,94.17,96.43
West Virginia State University,WV,Public,28700.0,20200.0,33800.0,25600.0,28.52,57.58
Pacific Lutheran University,WA,Private NonProfit,39200.0,23200.0,53500.0,35400.0,70.89,82.78
Walla Walla University,WA,Private NonProfit,42400.0,24900.0,50900.0,36700.0,54.43,81.06
Washington State University,WA,Public,44700.0,29500.0,56600.0,39300.0,66.58,78.88
Ohio Valley University,WV,Private NonProfit,30100.0,19400.0,40400.0,25900.0,38.24,55.17
Appalachian Bible College,WV,Private NonProfit,26400.0,18900.0,33200.0,24200.0,45.31,91.67
University of Wisconsin-Superior,WI,Public,33200.0,19900.0,39800.0,26300.0,42.55,67.97999999999999
Alverno College,WI,Private NonProfit,38600.0,24400.0,40900.0,24800.0,42.04,72.2
University of Wisconsin-Milwaukee,WI,Public,38500.0,22000.0,48200.0,33400.0,40.12,72.43
Beloit College,WI,Private NonProfit,37200.0,56900.0,47700.0,38000.0,73.27,85.97
University of Wisconsin-Stevens Point,WI,Public,34500.0,16900.0,43600.0,31300.0,63.32,72.59
Carthage College,WI,Private NonProfit,38900.0,24000.0,50100.0,37100.0,62.88,80.96
Concordia University-Wisconsin,WI,Private NonProfit,40400.0,23800.0,47300.0,35900.0,56.05,71.61999999999998
American University of Puerto Rico,PR,Private NonProfit,17700.0,14700.0,24200.0,17100.0,20.81,50.93
Atlantic University College,PR,Private NonProfit,16100.0,13100.0,25600.0,23700.0,34.489999999999995,85.66
Pontifical Catholic University of Puerto Rico-Ponce,PR,Private NonProfit,17700.0,15800.0,21400.0,16800.0,39.55,77.22
Inter American University of Puerto Rico-Fajardo,PR,Private NonProfit,19300.0,16900.0,23500.0,21000.0,23.81,74.00999999999998
Argosy University-Atlanta,GA,Private ForProfit,34100.0,26000.0,45700.0,34300.0,0.0,21.43
Yeshiva Gedolah Imrei Yosef D'spinka,NY,Private NonProfit,24100.0,26800.0,31800.0,52300.0,60.0,60.0
Watkins College of Art Design & Film,TN,Private NonProfit,26700.0,20600.0,42000.0,34600.0,30.77,58.14
Mt Sierra College,CA,Private ForProfit,27800.0,24500.0,47100.0,36300.0,48.39,71.43
Everglades University,FL,Private NonProfit,42700.0,38300.0,49600.0,36500.0,51.85,59.02
Arizona State University-West,AZ,Public,42200.0,29100.0,55500.0,44200.0,65.49000000000001,86.52
Johnson & Wales University-North Miami,FL,Private NonProfit,33400.0,19500.0,42200.0,28500.0,42.24,69.74000000000001
Auburn University at Montgomery,AL,Public,32100.0,20200.0,38000.0,26300.0,22.61,66.67
South University-Montgomery,AL,Private ForProfit,32500.0,27000.0,40200.0,31500.0,7.5,25.0
Prescott College,AZ,Private NonProfit,28500.0,22400.0,34300.0,23200.0,30.99,71.43
Northern Arizona University,AZ,Public,36900.0,24700.0,44600.0,31600.0,53.3,75.53
California Lutheran University,CA,Private NonProfit,43700.0,30100.0,60200.0,39100.0,73.2,84.87
Southern Arkansas University Main Campus,AR,Public,30400.0,19800.0,39000.0,26800.0,35.3,65.52
Claremont McKenna College,CA,Private NonProfit,68200.0,64900.0,93200.0,90900.0,92.68,92.71
California State University-Long Beach,CA,Public,40000.0,26700.0,53000.0,36500.0,68.64,89.84
University of California-Irvine,CA,Public,44300.0,28900.0,65800.0,50300.0,87.24,92.13
University of California-San Diego,CA,Public,48200.0,36900.0,69600.0,52900.0,87.21,95.38
Fresno Pacific University,CA,Private NonProfit,38400.0,27600.0,45600.0,30600.0,61.82,86.36
University of La Verne,CA,Private NonProfit,45800.0,31000.0,52700.0,33600.0,66.42,88.28
Harvey Mudd College,CA,Private NonProfit,87200.0,66000.0,104200.0,103800.0,93.3,98.13
Menlo College,CA,Private NonProfit,42500.0,34600.0,59700.0,65900.0,52.94,78.38000000000002
